Overtime	Favorite_Points	Underdog_Points	Pointspread	Favorite_Name	Underdog_name	Year	Week	Weekday	target
0	14.0	31.0	5.0	24	23	90.0	9.0	0	0
1	41.0	38.0	2.5	27	7	90.0	9.0	0	1
0	22.0	27.0	1.0	6	15	90.0	9.0	2	1
0	24.0	7.0	9.0	18	10	90.0	9.0	0	1
0	10.0	13.0	1.0	16	10	90.0	10.0	0	0
0	17.0	3.0	3.0	14	19	90.0	10.0	0	1
0	7.0	17.0	3.5	7	15	90.0	10.0	0	0
0	16.0	17.0	6.5	11	24	90.0	10.0	0	0
0	35.0	7.0	7.0	17	26	90.0	10.0	0	0
0	30.0	24.0	9.0	2	0	90.0	10.0	0	0
0	45.0	14.0	12.5	1	21	90.0	10.0	0	0
0	31.0	7.0	3.0	18	13	90.0	10.0	0	1
0	19.0	7.0	3.0	23	6	90.0	10.0	0	0
0	16.0	29.0	7.0	12	8	90.0	10.0	0	0
0	24.0	6.0	10.0	25	5	90.0	10.0	2	1
0	28.0	14.0	3.0	20	27	90.0	10.0	0	0
0	14.0	0.0	14.5	1	16	90.0	11.0	0	0
1	16.0	13.0	2.5	2	6	90.0	11.0	0	1
0	24.0	21.0	5.0	8	21	90.0	11.0	0	1
0	35.0	23.0	3.0	9	4	90.0	11.0	0	1
0	27.0	10.0	4.0	11	23	90.0	11.0	0	0
0	21.0	24.0	9.0	13	5	90.0	11.0	0	0
0	20.0	0.0	13.0	18	7	90.0	11.0	0	0
0	14.0	17.0	2.0	19	10	90.0	11.0	0	1
0	24.0	23.0	1.0	20	0	90.0	11.0	0	1
0	31.0	7.0	14.0	25	26	90.0	11.0	0	0
0	21.0	24.0	3.5	24	15	90.0	11.0	0	0
0	31.0	17.0	5.0	27	17	90.0	11.0	0	0
0	27.0	3.0	2.5	3	22	90.0	11.0	2	0
0	10.0	13.0	3.5	14	12	90.0	11.0	0	0
0	27.0	40.0	0.0	6	7	90.0	12.0	3	1
0	17.0	27.0	6.0	27	5	90.0	12.0	3	1
0	34.0	14.0	5.0	21	16	90.0	12.0	0	0
0	13.0	41.0	2.5	2	15	90.0	12.0	0	1
0	20.0	34.0	11.5	3	10	90.0	12.0	0	0
0	20.0	10.0	7.5	8	26	90.0	12.0	0	0
0	24.0	27.0	4.0	12	11	90.0	12.0	0	0
0	30.0	13.0	5.5	14	4	90.0	12.0	0	1
0	10.0	7.0	6.0	17	0	90.0	12.0	0	0
0	13.0	31.0	3.0	18	20	90.0	12.0	0	1
0	24.0	7.0	3.0	22	19	90.0	12.0	0	1
0	17.0	28.0	11.0	25	13	90.0	12.0	0	0
1	10.0	13.0	4.0	23	24	90.0	12.0	2	0
0	27.0	24.0	3.0	9	1	90.0	12.0	0	0
0	37.0	7.0	7.0	11	16	90.0	13.0	0	1
0	17.0	23.0	2.5	0	26	90.0	13.0	0	1
0	30.0	23.0	3.0	1	20	90.0	13.0	0	0
1	23.0	17.0	8.5	2	7	90.0	13.0	0	0
0	23.0	20.0	2.5	12	6	90.0	13.0	0	1
0	38.0	23.0	3.5	13	4	90.0	13.0	0	1
0	23.0	7.0	5.0	15	8	90.0	13.0	2	0
0	13.0	17.0	1.0	17	5	90.0	13.0	0	1
0	12.0	16.0	4.0	22	3	90.0	13.0	0	0
0	20.0	17.0	2.5	21	10	90.0	13.0	0	0
0	38.0	17.0	6.5	23	19	90.0	13.0	0	0
0	13.0	10.0	0.0	24	9	90.0	13.0	0	0
1	42.0	20.0	3.0	27	14	90.0	13.0	0	0
0	7.0	3.0	3.5	25	18	90.0	13.0	0	0
0	24.0	3.0	13.5	22	16	90.0	14.0	0	0
0	13.0	24.0	4.5	0	21	90.0	14.0	0	0
0	31.0	7.0	5.5	1	10	90.0	14.0	0	1
0	14.0	20.0	3.5	8	24	90.0	14.0	0	0
0	58.0	14.0	13.0	9	4	90.0	14.0	0	0
0	31.0	20.0	7.5	11	6	90.0	14.0	0	0
0	20.0	24.0	5.0	13	17	90.0	14.0	0	0
1	23.0	20.0	2.0	14	20	90.0	14.0	2	0
0	23.0	15.0	6.5	18	15	90.0	14.0	0	0
1	20.0	17.0	4.0	25	3	90.0	14.0	0	1
0	10.0	9.0	4.0	27	2	90.0	14.0	0	0
0	38.0	31.0	3.0	12	7	90.0	14.0	0	1
0	13.0	17.0	3.5	18	1	90.0	15.0	1	0
0	25.0	10.0	13.0	27	16	90.0	15.0	1	1
0	10.0	13.0	1.0	0	4	90.0	15.0	0	1
0	21.0	38.0	3.0	2	7	90.0	15.0	2	1
0	41.0	10.0	5.5	5	21	90.0	15.0	0	0
0	20.0	10.0	0.0	6	23	90.0	15.0	0	0
0	10.0	27.0	3.5	11	9	90.0	15.0	0	0
0	24.0	7.0	5.5	12	3	90.0	15.0	0	0
0	24.0	17.0	5.5	14	24	90.0	15.0	0	0
0	13.0	26.0	6.0	15	26	90.0	15.0	0	1
0	6.0	9.0	2.5	17	22	90.0	15.0	0	0
0	21.0	29.0	3.5	19	10	90.0	15.0	0	0
0	31.0	0.0	10.0	20	8	90.0	15.0	0	0
0	26.0	10.0	6.0	25	13	90.0	15.0	0	1
0	24.0	17.0	3.5	7	8	90.0	16.0	1	1
0	28.0	24.0	0.0	12	15	90.0	16.0	1	1
0	28.0	35.0	6.0	27	10	90.0	16.0	1	1
0	42.0	7.0	7.0	19	16	90.0	16.0	0	0
0	24.0	14.0	3.5	1	14	90.0	16.0	0	0
0	27.0	14.0	7.0	2	26	90.0	16.0	0	0
0	20.0	40.0	2.5	9	3	90.0	16.0	0	1
0	24.0	21.0	2.0	11	23	90.0	16.0	0	1
0	13.0	20.0	3.5	13	0	90.0	16.0	0	1
0	17.0	3.0	7.0	20	5	90.0	16.0	0	0
0	35.0	0.0	10.5	22	4	90.0	16.0	0	0
0	24.0	21.0	6.5	18	21	90.0	16.0	0	1
0	10.0	13.0	9.0	25	17	90.0	16.0	0	0
0	17.0	12.0	5.0	24	6	90.0	16.0	2	0
0	21.0	10.0	1.0	11	2	90.0	17.0	1	1
0	23.0	21.0	7.5	20	21	90.0	17.0	1	1
0	23.0	17.0	7.5	14	10	90.0	17.0	0	0
0	29.0	14.0	5.0	27	1	90.0	17.0	0	0
0	21.0	14.0	16.5	3	4	90.0	17.0	0	0
0	26.0	7.0	1.0	0	5	90.0	17.0	0	0
0	13.0	10.0	14.0	18	16	90.0	17.0	0	1
0	20.0	17.0	3.0	25	15	90.0	17.0	0	1
0	30.0	10.0	3.0	24	7	90.0	17.0	0	0
0	22.0	13.0	7.5	6	8	90.0	17.0	0	0
0	14.0	16.0	3.5	26	19	90.0	17.0	0	0
0	17.0	12.0	9.5	12	23	90.0	17.0	0	0
0	14.0	34.0	1.5	22	9	90.0	17.0	2	1
0	20.0	17.0	6.0	17	13	90.0	17.0	0	0
0	7.0	16.0	9.0	10	16	91.0	1.0	0	0
0	16.0	13.0	2.5	19	26	91.0	1.0	0	0
0	26.0	14.0	2.0	5	4	91.0	1.0	0	1
0	27.0	24.0	3.5	17	24	91.0	1.0	0	0
0	14.0	3.0	7.0	11	0	91.0	1.0	0	0
0	20.0	3.0	1.5	20	8	91.0	1.0	0	1
0	10.0	6.0	2.0	2	15	91.0	1.0	0	0
0	26.0	20.0	5.0	22	23	91.0	1.0	0	0
0	45.0	14.0	2.0	6	3	91.0	1.0	0	0
0	14.0	24.0	7.0	13	21	91.0	1.0	0	0
0	47.0	17.0	2.5	9	12	91.0	1.0	0	0
0	35.0	31.0	7.0	1	14	91.0	1.0	0	0
0	45.0	0.0	7.5	27	7	91.0	1.0	2	0
0	16.0	14.0	2.0	18	25	91.0	1.0	0	0
0	0.0	20.0	1.0	16	4	91.0	2.0	0	0
0	10.0	17.0	6.0	11	17	91.0	2.0	0	0
0	10.0	26.0	6.0	20	21	91.0	2.0	0	0
0	19.0	20.0	1.0	0	15	91.0	2.0	0	0
0	17.0	6.0	8.0	14	10	91.0	2.0	0	0
0	52.0	34.0	7.0	1	22	91.0	2.0	0	0
0	23.0	14.0	2.0	7	8	91.0	2.0	0	0
0	13.0	19.0	7.0	18	13	91.0	2.0	0	0
0	21.0	20.0	3.0	2	26	91.0	2.0	0	1
0	16.0	13.0	4.0	12	6	91.0	2.0	0	0
0	34.0	14.0	12.0	25	23	91.0	2.0	0	0
0	20.0	13.0	5.0	24	19	91.0	2.0	0	0
0	7.0	30.0	2.0	3	9	91.0	2.0	2	0
0	33.0	31.0	2.0	27	5	91.0	2.0	0	1
0	20.0	6.0	14.0	22	16	91.0	3.0	0	0
0	13.0	14.0	3.5	3	4	91.0	3.0	0	1
0	34.0	0.0	9.0	27	21	91.0	3.0	0	0
0	13.0	17.0	2.0	14	7	91.0	3.0	0	1
0	14.0	17.0	3.0	25	15	91.0	3.0	0	1
0	0.0	24.0	3.0	5	20	91.0	3.0	0	0
0	17.0	20.0	1.5	18	2	91.0	3.0	0	1
0	15.0	13.0	3.5	8	26	91.0	3.0	0	0
0	10.0	13.0	2.0	23	0	91.0	3.0	0	0
0	16.0	0.0	7.5	12	10	91.0	3.0	0	0
0	16.0	10.0	6.0	6	24	91.0	3.0	0	0
0	23.0	20.0	8.0	1	19	91.0	3.0	0	1
0	24.0	7.0	3.0	17	13	91.0	3.0	2	0
0	17.0	7.0	4.0	9	11	91.0	3.0	0	0
0	20.0	24.0	12.5	9	16	91.0	4.0	0	1
0	17.0	10.0	8.0	1	26	91.0	4.0	0	1
0	27.0	19.0	9.0	6	23	91.0	4.0	0	0
0	33.0	24.0	1.5	7	10	91.0	4.0	0	1
0	20.0	13.0	8.0	11	24	91.0	4.0	0	0
0	17.0	21.0	2.0	12	0	91.0	4.0	0	1
0	16.0	13.0	7.5	14	8	91.0	4.0	0	0
0	26.0	0.0	3.0	17	15	91.0	4.0	0	0
0	13.0	10.0	12.5	18	4	91.0	4.0	0	0
0	23.0	14.0	3.0	20	22	91.0	4.0	0	0
0	27.0	10.0	8.5	25	13	91.0	4.0	0	0
0	34.0	27.0	4.0	27	3	91.0	4.0	0	1
0	9.0	17.0	1.0	21	5	91.0	4.0	2	0
1	19.0	13.0	8.0	2	19	91.0	4.0	0	0
0	24.0	10.0	7.5	21	16	91.0	5.0	0	0
0	35.0	20.0	7.5	1	2	91.0	5.0	0	0
0	31.0	3.0	5.0	7	26	91.0	5.0	0	0
0	14.0	13.0	4.5	11	23	91.0	5.0	0	1
0	23.0	21.0	4.0	13	8	91.0	5.0	0	0
0	23.0	41.0	3.0	14	19	91.0	5.0	0	1
0	16.0	21.0	2.5	18	5	91.0	5.0	0	1
0	27.0	6.0	1.5	17	0	91.0	5.0	0	1
0	6.0	12.0	1.5	25	12	91.0	5.0	0	1
0	31.0	3.0	7.0	24	10	91.0	5.0	0	0
0	6.0	13.0	5.0	15	6	91.0	5.0	2	0
0	23.0	0.0	6.0	27	20	91.0	5.0	0	0
0	20.0	10.0	6.5	14	16	91.0	6.0	0	1
0	42.0	14.0	7.5	9	6	91.0	6.0	0	0
0	20.0	17.0	2.5	5	8	91.0	6.0	0	1
0	24.0	20.0	3.0	7	15	91.0	6.0	0	0
0	17.0	14.0	1.5	19	4	91.0	6.0	0	1
0	13.0	14.0	4.0	20	26	91.0	6.0	0	1
0	7.0	13.0	3.0	3	24	91.0	6.0	0	0
0	20.0	7.0	2.5	27	2	91.0	6.0	0	1
0	20.0	9.0	9.5	18	21	91.0	6.0	0	0
0	13.0	21.0	7.5	12	23	91.0	6.0	0	0
0	21.0	3.0	6.0	22	10	91.0	6.0	2	1
0	6.0	33.0	3.0	1	11	91.0	6.0	0	1
0	42.0	6.0	19.5	1	10	91.0	7.0	0	0
0	35.0	23.0	6.5	5	3	91.0	7.0	0	0
0	23.0	20.0	3.0	9	19	91.0	7.0	0	1
0	42.0	7.0	6.5	11	14	91.0	7.0	0	0
0	30.0	24.0	3.5	13	23	91.0	7.0	0	0
0	34.0	7.0	7.0	15	21	91.0	7.0	0	0
0	13.0	6.0	4.0	17	20	91.0	7.0	0	1
0	34.0	39.0	10.5	25	0	91.0	7.0	0	0
0	42.0	17.0	13.5	27	4	91.0	7.0	0	0
1	20.0	23.0	2.5	24	12	91.0	7.0	2	0
0	23.0	20.0	3.5	18	22	91.0	7.0	0	1
0	10.0	0.0	5.5	2	8	91.0	8.0	3	1
1	23.0	26.0	7.0	15	16	91.0	8.0	0	1
0	17.0	6.0	12.0	19	10	91.0	8.0	0	1
0	23.0	7.0	12.5	17	26	91.0	8.0	0	0
1	24.0	30.0	5.5	23	4	91.0	8.0	0	0
0	16.0	19.0	1.0	11	6	91.0	8.0	0	1
0	17.0	13.0	4.0	9	14	91.0	8.0	0	1
0	7.0	27.0	4.0	22	24	91.0	8.0	0	0
0	10.0	16.0	2.0	0	21	91.0	8.0	0	1
0	35.0	3.0	7.0	25	7	91.0	8.0	0	0
0	20.0	17.0	4.0	12	13	91.0	8.0	0	0
0	35.0	16.0	13.0	1	3	91.0	8.0	0	0
0	9.0	6.0	6.5	6	16	91.0	9.0	0	1
0	35.0	3.0	13.0	9	3	91.0	9.0	0	0
0	17.0	20.0	6.5	17	2	91.0	9.0	0	0
0	0.0	27.0	2.5	26	8	91.0	9.0	0	0
0	31.0	14.0	2.0	0	13	91.0	9.0	0	0
0	17.0	14.0	1.5	4	22	91.0	9.0	0	0
0	23.0	7.0	4.0	25	20	91.0	9.0	0	1
0	34.0	10.0	2.5	7	5	91.0	9.0	0	0
0	28.0	0.0	2.5	15	21	91.0	9.0	0	1
0	20.0	9.0	6.0	24	23	91.0	9.0	0	0
0	13.0	17.0	1.5	18	27	91.0	9.0	2	0
0	24.0	21.0	6.5	11	12	91.0	9.0	0	0
0	22.0	17.0	17.5	1	16	91.0	10.0	0	0
0	14.0	17.0	5.0	25	0	91.0	10.0	0	1
0	21.0	23.0	2.5	4	3	91.0	10.0	0	1
0	20.0	10.0	6.0	2	7	91.0	10.0	0	0
1	19.0	16.0	7.0	19	8	91.0	10.0	0	0
1	16.0	13.0	6.5	27	9	91.0	10.0	0	0
0	27.0	7.0	9.0	5	21	91.0	10.0	0	0
0	28.0	13.0	11.5	15	26	91.0	10.0	0	0
0	24.0	17.0	4.0	17	13	91.0	10.0	0	1
0	10.0	6.0	10.0	14	10	91.0	10.0	0	1
0	20.0	13.0	6.5	6	22	91.0	10.0	2	0
0	7.0	30.0	4.0	18	20	91.0	10.0	0	1
0	30.0	20.0	6.5	14	16	91.0	11.0	2	0
0	34.0	24.0	7.0	1	8	91.0	11.0	0	1
1	27.0	33.0	1.5	3	22	91.0	11.0	0	0
0	30.0	32.0	1.0	4	20	91.0	11.0	0	0
0	16.0	17.0	3.0	6	12	91.0	11.0	0	0
0	21.0	30.0	3.5	7	26	91.0	11.0	0	1
1	26.0	23.0	9.0	9	5	91.0	11.0	0	0
0	27.0	20.0	4.0	11	13	91.0	11.0	0	1
0	10.0	3.0	5.5	17	25	91.0	11.0	0	0
0	21.0	14.0	7.0	18	21	91.0	11.0	0	1
0	27.0	28.0	13.5	19	10	91.0	11.0	0	0
0	14.0	17.0	2.0	24	23	91.0	11.0	0	1
0	56.0	17.0	12.0	27	0	91.0	11.0	0	0
0	17.0	34.0	3.0	15	2	91.0	11.0	0	0
0	28.0	21.0	2.5	19	16	91.0	12.0	0	1
0	43.0	7.0	6.0	0	26	91.0	12.0	0	0
0	31.0	17.0	9.5	2	10	91.0	12.0	0	1
0	21.0	10.0	4.0	7	13	91.0	12.0	0	0
0	28.0	24.0	13.0	9	4	91.0	12.0	2	0
0	20.0	24.0	6.5	11	6	91.0	12.0	0	0
0	31.0	7.0	4.0	12	24	91.0	12.0	0	0
0	35.0	21.0	3.0	15	8	91.0	12.0	0	1
0	21.0	24.0	4.5	17	23	91.0	12.0	0	1
0	22.0	9.0	6.0	18	5	91.0	12.0	0	0
0	17.0	10.0	9.0	20	3	91.0	12.0	0	0
0	14.0	10.0	10.5	25	21	91.0	12.0	0	0
0	41.0	14.0	7.0	27	22	91.0	12.0	0	1
0	41.0	27.0	4.0	1	14	91.0	12.0	0	1
0	13.0	16.0	8.0	1	16	91.0	13.0	0	1
0	21.0	24.0	12.0	27	5	91.0	13.0	0	0
0	14.0	34.0	6.0	15	7	91.0	13.0	0	0
0	14.0	26.0	6.5	9	22	91.0	13.0	0	1
0	14.0	10.0	7.0	8	10	91.0	13.0	0	0
0	15.0	20.0	4.0	11	4	91.0	13.0	0	1
0	38.0	14.0	6.5	12	3	91.0	13.0	0	1
1	13.0	16.0	7.5	2	14	91.0	13.0	0	0
0	21.0	14.0	9.0	18	26	91.0	13.0	0	1
0	34.0	14.0	6.0	20	21	91.0	13.0	0	1
0	13.0	10.0	3.0	24	6	91.0	13.0	0	0
0	24.0	3.0	4.5	19	23	91.0	13.0	0	0
1	20.0	23.0	6.5	17	0	91.0	13.0	2	0
0	33.0	10.0	3.0	25	13	91.0	13.0	0	1
0	16.0	6.0	3.0	7	2	91.0	14.0	3	0
0	20.0	10.0	6.5	5	22	91.0	14.0	3	0
0	20.0	3.0	8.0	6	16	91.0	14.0	0	0
0	31.0	0.0	5.5	4	10	91.0	14.0	0	1
0	24.0	13.0	9.0	1	19	91.0	14.0	0	0
0	33.0	14.0	9.5	14	26	91.0	14.0	0	0
0	27.0	6.0	11.0	27	13	91.0	14.0	0	1
0	6.0	19.0	1.5	24	11	91.0	14.0	0	0
0	38.0	24.0	5.0	25	17	91.0	14.0	0	0
0	24.0	27.0	7.0	18	3	91.0	14.0	0	1
0	35.0	31.0	8.5	0	8	91.0	14.0	0	0
0	9.0	7.0	5.0	12	23	91.0	14.0	2	1
0	6.0	13.0	6.5	9	20	91.0	14.0	0	0
1	23.0	17.0	7.5	16	10	91.0	15.0	0	0
0	7.0	17.0	0.0	4	6	91.0	15.0	0	0
0	27.0	13.0	9.5	2	8	91.0	15.0	0	0
0	23.0	14.0	2.0	5	17	91.0	15.0	0	0
0	14.0	19.0	3.0	18	20	91.0	15.0	0	0
0	31.0	6.0	10.0	9	22	91.0	15.0	0	0
1	20.0	17.0	9.0	11	23	91.0	15.0	0	0
0	20.0	14.0	14.0	27	21	91.0	15.0	0	1
0	31.0	14.0	6.0	0	13	91.0	15.0	0	1
1	27.0	30.0	2.0	12	1	91.0	15.0	0	0
0	34.0	20.0	5.0	7	19	91.0	15.0	0	0
0	24.0	22.0	3.5	25	24	91.0	15.0	0	1
0	26.0	24.0	4.5	15	26	91.0	15.0	2	1
0	37.0	13.0	7.5	14	3	91.0	15.0	0	0
0	27.0	0.0	12.0	2	26	91.0	16.0	1	0
0	28.0	14.0	4.5	25	11	91.0	16.0	1	0
0	3.0	6.0	6.5	19	16	91.0	16.0	0	0
0	17.0	10.0	5.5	22	3	91.0	16.0	0	0
0	13.0	25.0	3.5	20	5	91.0	16.0	0	0
0	26.0	13.0	6.0	0	24	91.0	16.0	0	0
0	21.0	17.0	3.0	7	8	91.0	16.0	0	1
0	17.0	14.0	3.0	9	4	91.0	16.0	0	1
0	24.0	19.0	11.5	6	21	91.0	16.0	0	0
0	20.0	14.0	9.5	15	13	91.0	16.0	0	0
0	34.0	17.0	9.0	27	18	91.0	16.0	0	0
0	30.0	38.0	0.0	14	23	91.0	16.0	0	1
0	35.0	7.0	12.0	1	10	91.0	16.0	2	1
0	27.0	0.0	2.0	17	12	91.0	16.0	0	0
0	20.0	24.0	3.0	9	18	91.0	17.0	1	1
0	7.0	27.0	6.0	15	8	91.0	17.0	1	0
0	21.0	27.0	3.5	12	11	91.0	17.0	0	0
0	17.0	3.0	5.5	26	10	91.0	17.0	0	0
0	22.0	24.0	3.0	27	20	91.0	17.0	0	1
0	31.0	27.0	3.5	5	0	91.0	17.0	0	0
0	27.0	3.0	6.5	17	21	91.0	17.0	0	1
0	17.0	10.0	3.0	22	4	91.0	17.0	0	0
0	20.0	23.0	6.0	14	19	91.0	17.0	0	0
0	14.0	17.0	6.5	1	7	91.0	17.0	0	0
0	17.0	14.0	2.0	6	23	91.0	17.0	0	1
0	7.0	29.0	2.0	16	3	91.0	17.0	0	1
0	23.0	9.0	6.0	24	13	91.0	17.0	2	0
0	52.0	14.0	5.0	25	2	91.0	17.0	0	0
